PUBCHEM_CID_ASSOCIATIONS,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_EXT_SUBSTANCE_URL,SMILES
"50878559  1
944  2
2734168  2","1-butyl-2,3-dimethylimidazolium nitrate
922521-06-0",50878559,http://www.chemfish.com/,CCCCn1cc[n+](C)c1C.O=[N+]([O-])[O-]
"2734250  1
62406  2
2734168  2","1-butyl-2,3-dimethylimidazolium
trifluoromethanesulfonate
765910-73-4",2734250,http://www.chemfish.com/,CCCCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F
"11243457  1
9886  2
2734168  2","1-butyl-2,3-dimethylimidazolium
hexafluorophosphate
227617-70-1",11243457,http://www.chemfish.com/,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F
"2734244  1
26255  2
2734168  2","1-butyl-2,3-dimethylimidazolium tetrafluoroborate
402846-78-0",2734244,http://www.chemfish.com/,CCCCn1cc[n+](C)c1C.F[B-](F)(F)F
"2734241  1
260  2
2734168  2","1-butyl-2,3-dimethylimidazolium bromide
475575-45-2",2734241,http://www.chemfish.com/,CCCCn1cc[n+](C)c1C.[Br-]
"2734167  1
313  2
2734168  2","1-butyl-2,3-dimethylimidazolium chloride
98892-75-2",2734167,http://www.chemfish.com/,CCCCn1cc[n+](C)c1C.[Cl-]
"15238697  1
9886  2
4183883  2","1-propenyl-2,3-dimethylimidazolium
hexafluorophosphate
157310-73-1",15238697,http://www.chemfish.com/,CCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F
"18348286  1
26255  2
4183883  2","1-propenyl-2,3-dimethylimidazolium
tetrafluoroborate
157310-72-0",18348286,http://www.chemfish.com/,CCCn1cc[n+](C)c1C.F[B-](F)(F)F
"11459786  1
24841  2
4183883  2","1-propenyl-2,3-methylimidazolium iodide
218151-78-1",11459786,http://www.chemfish.com/,CCCn1cc[n+](C)c1C.[I-]
"11750474  1
157857  2
4183883  2","1-propenyl-2,3-dimethylimidazolium
bis((trifluoromethyl)sulfonyl)imide
169051-76-7",11750474,http://www.chemfish.com/,CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"16210995  1
62406  2
2734166  2","1-ethyl-2,3-dimethylimidazolium
trifluoromethanesulfonate
174899-72-0",16210995,http://www.chemfish.com/,CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F
"50878556  1
9886  2
2734166  2","1-ethyl-2,3-dimethylimidazolium
hexafluorophosphate
292140-86-4",50878556,http://www.chemfish.com/,CCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F
"21977262  1
26255  2
2734166  2","1-ethyl-2,3-dimethylimidazolium tetrafluoroborate
307492-75-7",21977262,http://www.chemfish.com/,CCn1cc[n+](C)c1C.F[B-](F)(F)F
"2734240  1
260  2
2734166  2","1-ethyl-2,3-dimethylimidazolium bromide
98892-76-3",2734240,http://www.chemfish.com/,CCn1cc[n+](C)c1C.[Br-]
"2734165  1
313  2
2734166  2","1-ethyl-2,3-dimethylimidazolium chloride
92507-97-6",2734165,http://www.chemfish.com/,CCn1cc[n+](C)c1C.[Cl-]
"21932259  1
157857  2
2734166  2","1-ethyl-2,3-dimethylimidazolium
bis((trifluoromethyl)sulfonyl)imide
174899-90-2",21932259,http://www.chemfish.com/,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"50878565  1
9886  2
2734232  2","1-Hexadecyl-3-methylimidazolium hexafluorophosphate
219947-95-2",50878565,http://www.chemfish.com/,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"18506491  1
26255  2
2734232  2","1-hexadecyl-3-methylimidazolium tetrafluoroborate
244193-64-4",18506491,http://www.chemfish.com/,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
"60196379  1
157857  2
2734230  2","1-hexadecyl-3-methylimidazolium
bis((trifluoromethyl)sulfonyl)imide
404001-49-6",60196379,http://www.chemfish.com/,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"2734231  1
313  2
2734232  2","1-hexadecyl-3-methylimidazolium chloride
61546-01-8",2734231,http://www.chemfish.com/,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
"60196381  1
9886  2
2734230  2","1-Methyl-3-tetradecylimidazolium hexafluorophosphate
219947-94-1",60196381,http://www.chemfish.com/,CCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"71362943  1
260  2
22301575  2","1H-Imidazolium, 1-methyl-3-tetradecyl-, bromide
471907-87-6",71362943,http://www.chemfish.com/,CCCCCCCCCCCCCCN1C=C[NH+](C)C1.[Br-]
"2734229  1
313  2
2734230  2","1-TETRADECYL-3-METHYLIMIDAZOLIUM CHLORIDE
171058-21-2",2734229,http://www.chemfish.co.jp/index.php?id=5113&project=product,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
"53316407  1
157857  2
2734228  2","1-dodecyl-3-methylimidazolium
bis((trifluoromethyl)sulfonyl)imide
404001-48-5",53316407,http://www.chemfish.com/,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"87223962  1
1118  2
2734228  2","1-dodecyl-3-methylimidazolium hydrogen sulfate
901791-87-5",87223962,http://www.chemfish.com/,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])O
"71402479  1
944  2
18513314  2","1-dodecyl-3-methylimidazolium perchlorate
799246-93-8",71402479,http://www.chemfish.com/,CCCCCCCCCCCC[NH+]1C=CN(C)C1.O=[N+]([O-])[O-]
"10250129  1
9886  2
2734228  2","1-dodecyl-3-methylimidazolium hexafluorophosphate
219947-93-0",10250129,http://www.chemfish.com/,CCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"46226173  1
26255  2
2734228  2","1-dodecyl-3-methylimidazolium tetrafluoroborate
244193-59-7",46226173,http://www.chemfish.com/,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
"22078297  1
260  2
2734226  2","1-Decyl-3-methyl-1H-imidazol-3-ium bromide
188589-32-4",22078297,http://www.chemfish.com/,CCCCCCCCCCn1cc[n+](C)c1.[Br-]
"2734227  1
313  2
2734228  2","1-DODECYL-3-METHYLIMIDAZOLIUM CHLORIDE
114569-84-5",2734227,http://www.chemfish.com/,CCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
"22239085  1
62406  2
2734226  2","1-decyl-3-methylimidazolium
trifluoromethanesulfonate
412009-62-2",22239085,http://www.chemfish.com/,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
"12040509  1
157857  2
2734226  2","1-decyl-3-methylimidazolium
bis((trifluoromethyl)sulfonyl)imide
433337-23-6",12040509,http://www.chemfish.com/,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"134715664  1
944  2
18513308  2","1-decyl-3-methylimidazolium nitrate
1057409-91-2",134715664,http://www.chemfish.com/,CCCCCCCCCCN1C=C[NH+](C)C1.O=[N+]([O-])[O-]
"10044526  1
9886  2
2734226  2","1-decyl-3-methylimidazolium hexafluorophosphate
362043-46-7",10044526,http://www.chemfish.com/,CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"11461044  1
26255  2
2734226  2","1-decyl-3-methylimidazolium tetrafluoroborate
244193-56-4",11461044,http://www.chemfish.com/,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
"2734225  1
313  2
2734226  2","1-decyl-3-methylimidazolium chloride
171058-18-7",2734225,http://www.chemfish.com/,CCCCCCCCCCn1cc[n+](C)c1.[Cl-]
"23105184  1
62481  2
2734224  2","1-octyl-3-methylimidazolium thiocyanate
847499-72-3",23105184,http://www.chemfish.co.jp/index.php?id=2170&project=product,CCCCCCCCn1cc[n+](C)c1.N#C[S-]
"16212746  1
62406  2
2734224  2","1-octyl-3-methylimidazolium
trifluoromethanesulfonate
403842-84-2",16212746,http://www.chemfish.com/,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
"121225764  1
80295  2
2734224  2","1-octyl-3-methylimidazolium dicyanamide
905972-84-1",121225764,http://www.chemfish.com/,CCCCCCCCn1cc[n+](C)c1.N#CN=C=[N-]
"91885313  1
67885  2
2734224  2","1-octyl-3-methylimidazolium
bis((trifluoromethyl)sulfonyl)imide
862731-66-6",91885313,http://www.chemfish.com/,CCCCCCCCn1cc[n+](C)c1.O=C(N=C([O-])C(F)(F)F)C(F)(F)F
"23105207  1
1118  2
2734224  2","1-octyl-3-methylimidazolium hydrogen sulfate
497258-85-2",23105207,http://www.chemfish.com/,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])O
"2734243  1
9886  2
2734224  2","1-octyl-3-methylimidazolium hexafluorophosphate
304680-36-2",2734243,http://www.chemfish.com/,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"11460221  1
26255  2
2734224  2","1-octyl-3-methylimidazolium tetrafluoroborate
244193-52-0",11460221,http://www.chemfish.com/,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
"10849985  1
260  2
2734224  2","1-octyl-3-methylimidazolium bromide
61545-99-1",10849985,http://www.chemfish.com/,CCCCCCCCn1cc[n+](C)c1.[Br-]
"2734223  1
313  2
2734224  2","1-octyl-3-methylimidazolium chloride
64697-40-1",2734223,http://www.chemfish.com/,CCCCCCCCn1cc[n+](C)c1.[Cl-]
"71614946  1
944  2
2734224  2","1-octyl-3-methylimidazolium nitrate
203389-27-9",71614946,http://www.chemfish.com/,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-]
"2734247  1
62406  2
2734164  2","1-Hexyl-3-methyl-3-imidazolium Trifluoromethanesulfonate
460345-16-8",2734247,http://www.chemfish.co.jp/index.php?id=6083&project=product,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
"10411334  1
157857  2
2734164  2","1-hexyl-3-methylimidazolium
bis((trifluoromethyl)sulfonyl)imide
382150-50-7",10411334,http://www.chemfish.com/,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"71446409  1
1004  2
21321822  2","1-HEXYL-3-METHYLIMIDAZOLIUM DIHYDROGEN PHOSPHATE
922521-04-8",71446409,http://www.chemfish.co.jp/index.php?id=2171&project=product,CCCCCCCCN1C=C[NH+](C)C1.O=P([O-])(O)O
"71406880  1
62481  2
18513318  2","1-Hexyl-3-methyl-2,3-dihydro-1H-imidazol-1-ium thiocyanate
847499-74-5",71406880,http://www.chemfish.com/,CCCCCC[NH+]1C=CN(C)C1.N#C[S-]
"71357325  1
944  2
18513318  2","1-hexyl-3-methylimidazolium nitrate
203389-26-8",71357325,http://www.chemfish.com/,CCCCCC[NH+]1C=CN(C)C1.O=[N+]([O-])[O-]
"2734175  1
9886  2
2734164  2","1-hexyl-3-methylimidazolium hexafluorophosphate
304680-35-1",2734175,http://www.chemfish.com/,CCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"2734179  1
26255  2
2734164  2","1-hexyl-3-methylimidazolium tetrafluoroborate
244193-50-8",2734179,http://www.chemfish.com/,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
"12036651  1
24841  2
2734164  2","1-hexyl-3-methylimidazolium iodide
178631-05-5",12036651,http://www.chemfish.com/,CCCCCCn1cc[n+](C)c1.[I-]
"2734237  1
260  2
2734164  2","1-hexyl-3-methylimidazolium bromide
85100-78-3",2734237,http://www.chemfish.com/,CCCCCCn1cc[n+](C)c1.[Br-]
"2734163  1
313  2
2734164  2","1-hexyl-3-methylimidazolium chloride
171058-17-6",2734163,http://www.chemfish.com/,CCCCCCn1cc[n+](C)c1.[Cl-]
"11483731  1
6101  2
2734162  2","1-butyl-3-methylimidazolium tosylate
410522-18-8",11483731,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
"11424151  1
62481  2
2734162  2","1-butyl-3-methylimidazolium thiocyanate
344790-87-0",11424151,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.N#C[S-]
"10125280  1
6422  2
2734162  2","1-butyl-3-methylimidazolium trifluoroacetate
174899-94-6",10125280,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F
"2734246  1
62406  2
2734162  2","1-butyl-3-methylimidazolium
trifluoromethanesulfonate
174899-66-2",2734246,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
"11171745  1
80295  2
2734162  2","1-butyl-3-methylimidazolium dicyanamide
448245-52-1",11171745,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.N#CN=C=[N-]
"11258643  1
157857  2
2734162  2","1-butyl-3-methylimidazolium
bis((trifluoromethyl)sulfonyl)imide
174899-83-3",11258643,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"16218227  1
7881  2
2734162  2","1-Butyl-3-methylimidazolium dibutyl phosphate
663199-28-8",16218227,http://www.chemfish.com/,CCCCOP(=O)([O-])OCCCC.CCCCn1cc[n+](C)c1
"11424880  1
1118  2
2734162  2","1-BUTYL-3-METHYLIMIDAZOLIUM HYDROGENSULFATE
262297-13-2",11424880,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.O=S(=O)([O-])O
"16211113  1
944  2
2734162  2","1-butyl-3-methylimidazolium nitrate
179075-88-8",16211113,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-]
"2734174  1
9886  2
2734162  2","1-Butyl-3-methylimidazolium hexafluorophosphate
174501-64-5",2734174,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"2734178  1
26255  2
2734162  2","1-Butyl-3-methylimidazolium tetrafluoroborate
174501-65-6",2734178,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.F[B-](F)(F)F
"11448496  1
24841  2
2734162  2","1-butyl-3-methylimidazolium iodide
65039-05-6",11448496,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.[I-]
"2734236  1
260  2
2734162  2","1-butyl-3-methylimidazolium bromide
85100-77-2",2734236,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.[Br-]
"2734161  1
313  2
2734162  2","1-butyl-3-methylimidazolium chloride
79917-90-1",2734161,http://www.chemfish.com/,CCCCn1cc[n+](C)c1.[Cl-]
"12040508  1
157857  2
5245884  2","1-PROPYL-3-METHYL-IMIDAZOLIUM BIS(TRIFLUOROMETHYLSULFONYL)IMIDE
216299-72-8",12040508,http://www.chemfish.com/,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"71377678  1
944  2
21917382  2","1-propenyl-3-methylimidazolium nitrate
649745-76-6",71377678,http://www.chemfish.com/,CCCN1C=C[NH+](C)C1.O=[N+]([O-])[O-]
"60196380  1
9886  2
5245884  2","1-propenyl-3-methylimidazolium hexafluorophosphate
216300-12-8",60196380,http://www.chemfish.com/,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"12971008  1
24841  2
5245884  2","1-propenyl-3-methylimidazolium iodide
119171-18-5",12971008,http://www.chemfish.com/,CCCn1cc[n+](C)c1.[I-]
"67523553  1
260  2
21917382  2","1H-Imidazolium, 1-methyl-3-propyl-, bromide
85100-76-1",67523553,http://www.chemfish.com/,CCCN1C=C[NH+](C)C1.[Br-]
"11658353  1
176  2
174076  2","1-ethyl-3-methylimidazolium acetate
143314-17-4",11658353,http://www.chemfish.com/,CC(=O)[O-].CCn1cc[n+](C)c1
"2758874  1
62406  2
174076  2","1-ethyl-3-methylimidazolium
trifluoromethanesulfonate
145022-44-2",2758874,http://www.chemfish.com/,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
"16211115  1
62481  2
174076  2","1-ethyl-3-methylimidazolium thiocyanate
331717-63-6",16211115,http://www.chemfish.com/,CCn1cc[n+](C)c1.N#C[S-]
"11731903  1
157857  2
174076  2","1-ETHYL-3-METHYLIMIDAZOLIUM BIS(TRIFLUOROMETHYLSULFONYL)IMIDE, 99% [EMIIM]
174899-82-2",11731903,http://www.chemfish.com/,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"9815936  1
6422  2
174076  2","1-ethyl-3-methylimidazolium trifluoroacetate
174899-65-1",9815936,http://www.chemfish.com/,CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F
"53316406  1
654  2
174076  2","1-ethyl-3-methylimidazolium diethylphosphate
848641-69-0",53316406,http://www.chemfish.com/,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1
"10636633  1
6101  2
174076  2","1-ethyl-3-methylimidazolium p-toluene sulfonate
328090-25-1",10636633,http://www.chemfish.com/,CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
"16211072  1
944  2
174076  2","1-ethyl-3-methylimidazolium nitrate
143314-14-1",16211072,http://www.chemfish.com/,CCn1cc[n+](C)c1.O=[N+]([O-])[O-]
"2758873  1
9886  2
174076  2","1-propenyl-3-methylimidazolium
hexafluorophosphate
155371-19-0",2758873,http://www.chemfish.com/,CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"12095229  1
6004  2
174076  2","1-ethyl-3-methylimidazol-3-ium;ethyl sulfate
342573-75-5",12095229,http://www.chemfish.co.jp/index.php?id=2141&project=product,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1
"11075478  1
24841  2
174076  2","1-ethyl-3-methylimidazolium iodide
35935-34-3",11075478,http://www.chemfish.com/,CCn1cc[n+](C)c1.[I-]
"2734235  1
260  2
174076  2","1-Ethyl-3-methylimidazolium bromide
65039-08-9",2734235,http://www.chemfish.com/,CCn1cc[n+](C)c1.[Br-]
"2734160  1
313  2
174076  2","1-Ethyl-3-methylimidazolium chloride  [EMIm]Cl
65039-09-0",2734160,http://www.chemfish.com/,CCn1cc[n+](C)c1.[Cl-]
"11349411  1
20335  2
157857  2","1,3-dimethylimidazolium
bis((trifluoromethyl)sulfonyl)imide
174899-81-1",11349411,http://www.chemfish.com/,Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"87098478  1
174076  2
5257894  2","EMI-FSI 1-Ethyl-3-methylimidazolium Bis(fluorosulfonyl) imide
235789-75-0",87098478,http://www.chemfish.com/,CCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F
"14225695  1
20335  2
62406  2","1,3-dimethylimidazolium trifluoromethanesulfonate
121091-30-3",14225695,http://www.chemfish.com/,Cn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
"21977242  1
9886  2
20335  2","1,3-dimethylimidazolium hexafluorophosphate
243664-15-5",21977242,http://www.chemfish.com/,Cn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
"11206184  1
20335  2
26255  2","1,3-dimethylimidazolium tetrafluoroborate
121091-31-4",11206184,http://www.chemfish.com/,Cn1cc[n+](C)c1.F[B-](F)(F)F
"20334  1
20335  2
24841  2","1,3-dimethylimidazolium iodide
4333-62-4",20334,http://www.chemfish.com/,Cn1cc[n+](C)c1.[I-]
10560614  1,"3-(4-bromophenyl)propan-1-ol
25574-11-2",10560614,http://www.chemfish.com/,OCCCc1ccc(Br)cc1
"16211849  1
6395  2
174076  2","1-ETHYL-3-METHYLIMIDAZOLIUM METHANESULFONATE
145022-45-3",16211849,http://www.chemfish.com/,CCn1cc[n+](C)c1.CS(=O)(=O)[O-]
"121234258  1
5257894  2
12059918  2","PY13-FSI N-Methyl-N-Propylpyrrolidinium Bis(fluorosulfonyl)imide
852620-97-4",121234258,http://www.chemfish.com/,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F
77517  1,"1,3-Bis(1,1,2,2-tetrafluoroethoxy)benzene
3914-19-0",77517,http://www.chemfish.co.jp/index.php?id=3985&project=product,FC(F)C(F)(F)Oc1cccc(OC(F)(F)C(F)F)c1
120674  1,"Cyclohexyl 1,1,2,2-tetrafluoroethyl ether
456-63-3",120674,http://www.chemfish.com/,FC(F)C(F)(F)OC1CCCCC1
2776650  1,"2-(1,1,2,2-TETRAFLUOROETHOXY)TOLUENE
42145-66-4",2776650,http://www.chemfish.com/,Cc1ccccc1OC(F)(F)C(F)F
14993428  1,"1-Bromoperfluorododecane
67193-90-2",14993428,http://www.chemfish.com/,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
578680  1,"3-(1,1,2,2-TETRAFLUOROETHOXY)BENZOIC ACID
70126-48-6",578680,http://www.chemfish.com/,O=C(O)c1cccc(OC(F)(F)C(F)F)c1
22007977  1,"Isopropyl 1,1,2,2-tetrafluoroethyl ether
757-11-9",22007977,http://www.chemfish.com/,CC(C)OC(F)(F)C(F)F
12780704  1,"1-Chloro-4-(1,1,2,2-tetrafluoroethoxy)benzene
75820-58-5",12780704,http://www.chemfish.com/,FC(F)C(F)(F)Oc1ccc(Cl)cc1
53588  1,"1-(Perfluorooctyl)ethane
77117-48-7",53588,http://en.chemfish.co.jp/index.php?id=6424&project=product,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2776163  1,"1-(Perfluorohexyl)ethane
80793-17-5",2776163,http://en.chemfish.co.jp/index.php?id=6423&project=product,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
70083  1,"1,1,2,2-Tetrahydroperfluoro dodecanol
865-86-1",70083,http://www.chemfish.com/,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
11027846  1,"FS SOHQ-6C
88992-46-5",11027846,http://www.chemfish.com/,C[N+](C)(C)CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
170073  1,"3-(Perfluorohexyl)propyl epoxide
38565-52-5",170073,http://en.chemfish.co.jp/index.php?id=6420&project=product,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1
"14174735  1
23994  2
596718  2","Zinc TrifluoroMethanesulfinate
39971-65-8",14174735,http://www.chemfish.com/,O=S([O-])C(F)(F)F.O=S([O-])C(F)(F)F.[Zn+2]
2760820  1,"Trimethyl(pentafluoroethyl)silane
124898-13-1",2760820,http://en.chemfish.co.jp/index.php?id=12159&project=product,C[Si](C)(C)C(F)(F)C(F)(F)F
87149  1,"1H,1H,2H,2H-Tridecafluorooctyl acrylate
17527-29-6",87149,http://en.chemfish.co.jp/index.php?id=6417&project=product,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
119688  1,"1H,1H,2H,2H-PERFLUOROOCTANESULFONIC ACID
27619-97-2",119688,http://www.chemfish.co.jp/index.php?id=5077&project=product,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
588007  1,"N-Fluorobenzenesulfonimide
133745-75-2",588007,http://www.chemfish.com/,O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1
109697  1,"1,1,1,2,2,3,3-Heptafluoro-5-iodopentane
68188-12-5",109697,http://www.chemfish.com/,FC(F)(F)C(F)(F)C(F)(F)CCI
67645  1,"Perfluorotripropylamine
338-83-0",67645,http://www.chemfish.com/,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
78986  1,"Perfluorotriethylamine
359-70-6",78986,http://www.chemfish.com/,FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
164596  1,"1,1,2,2-Tetrafluoroethyl 2,2,2-trifluoroethyl ether
406-78-0",164596,http://www.chemfish.com/,FC(F)C(F)(F)OCC(F)(F)F
"23669251  1
1004  2
3028194  2","Lithium dihydrogen phosphate
13453-80-0",23669251,http://www.chemfish.com/,O=P([O-])(O)O.[Li+]
9397  1,"Perfluorotributylamine
311-89-7",9397,http://www.chemfish.com/,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"23678874  1
67734  2
5462222  2","PERFLUOROHEXANESULFONIC ACID POTASSIUM SALT
3871-99-6",23678874,http://www.chemfish.com/,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
10958205  1,"1,1,2,2,3,3,4,4,4-Nonafluoro-butane-1-sulfonic acid amide
30334-69-1",10958205,http://www.chemfish.com/,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2782579  1,"1H,1H,5H-Perfluoropentyl-1,1,2,2-tetrafluoroethylether
16627-71-7",2782579,http://www.chemfish.co.jp/index.php?id=5109&project=product,FC(F)C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
120203  1,"Perfluorodecane
307-45-9",120203,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2782408  1,"Perfluoro(2-methylpentan-3-one)
756-13-8",2782408,http://en.chemfish.co.jp/index.php?id=6362&project=product,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
"23665649  1
24247  2
3028194  2","Lithium perchlorate (LiClO4 )
7791-03-9",23665649,http://www.chemfish.com/,[Li+].[O-][Cl+3]([O-])([O-])[O-]
164514  1,"Methyl perfluorobutyl ether
163702-07-6",164514,http://www.chemfish.co.jp/index.php?id=6039&project=product,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"224478  1
14917  2
3028194  2","Lithium fluoride
7789-24-4",224478,http://www.chemfish.co.jp/index.php?id=6058&project=product,[F-].[Li+]
3385  1,"Fluorouracil
51-21-8",3385,http://www.chemfish.co.jp/index.php?id=4571&project=product,O=c1[nH]cc(F)c(=O)[nH]1
16924  1,"Perfluoro-tert-butyl Alcohol
2378-02-1",16924,http://www.chemfish.com/,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F
9773  1,"2,2,2-Trifluoroethylamine
753-90-2",9773,http://en.chemfish.co.jp/index.php?id=6355&project=product,NCC(F)(F)F
"9772  1
313  2
9773  2","2,2,2-Trifluoroethylamine hydrochloride
373-88-6",9772,http://en.chemfish.co.jp/index.php?id=6354&project=product,Cl.NCC(F)(F)F
136274  1,"2,2-Difluoroethanamine
430-67-1",136274,http://www.chemfish.com/,NCC(F)F
272696  1,"2-Bromo-3,3,3-trifluoroprop-1-ene
1514-82-5",272696,http://www.chemfish.co.jp/index.php?id=3982&project=product,C=C(Br)C(F)(F)F
555085  1,"3-BroMo-3,3-difluoropropene
420-90-6",555085,http://www.chemfish.com/,C=CC(F)(F)Br
67709  1,"Ethane,1,1,1-trifluoro-2-iodo-
353-83-3",67709,http://www.chemfish.com/,FC(F)(F)CI
69585  1,"Ethyl broModifluoroacetate
667-27-6",69585,http://www.chemfish.com/,CCOC(=O)C(F)(F)Br
